hand,deal,advisor_seat,advisor_position,dealer_seat,street_reached,showdown,board,advisor_hole,advisor_chips,villain_chips,decisions,seat0_chips,seat1_chips,seat2_chips
297,99,0,BTN,0,2,False,Kh Kc Qs 6c,Qh 4s,0,0,8,0,-20,20
298,99,1,SB,0,0,False,,Js 7d,-10,10,2,0,-10,10
299,99,2,BB,0,3,True,Kh Kc Qs 6c Kd,6d 2h,46,-46,10,0,-46,46
300,100,0,BTN,0,2,False,3c 4h 2s As,Kd 6d,-50,50,7,-50,70,-20
301,100,1,SB,0,3,True,3c 4h 2s As Ks,Ac Jh,240,-240,10,0,240,-240
302,100,2,BB,0,3,True,3c 4h 2s As Ks,Th 4c,-320,320,9,0,320,-320
303,101,0,BTN,0,2,False,7d Kh Jh 9h,4s 6c,0,0,9,0,-80,80
304,101,1,SB,0,1,False,7d Kh Jh,Ac 4d,-60,60,6,0,-60,60
305,101,2,BB,0,3,True,7d Kh Jh 9h 2s,Jc 3s,20,-20,9,0,-20,20
306,102,0,BTN,0,3,True,6c 3c 8c 5h 6s,Jh 5d,0,0,9,0,20,-20
307,102,1,SB,0,1,False,6c 3c 8c,Jc Td,60,-60,5,0,60,-60
308,102,2,BB,0,3,True,6c 3c 8c 5h 6s,Ts 2d,-20,20,9,0,20,-20
309,103,0,BTN,0,3,True,Kh Ah 4d Kd Jc,Jd 2h,0,0,10,0,-120,120
310,103,1,SB,0,3,True,Kh Ah 4d Kd Jc,Qs 5s,-60,60,9,0,-60,60
311,103,2,BB,0,3,True,Kh Ah 4d Kd Jc,3h 3s,186,-186,11,0,-186,186
312,104,0,BTN,0,1,False,Jc 3s 3h,4c Qd,0,0,5,0,20,-20
313,104,1,SB,0,0,False,,3d 7c,-10,10,2,0,-10,10
314,104,2,BB,0,1,False,Jc 3s 3h,5c 8h,-20,20,5,0,20,-20
315,105,0,BTN,0,2,False,3h 2c Th 2d,4h 7h,0,0,8,0,-20,20
316,105,1,SB,0,0,False,,Jd 5h,-10,10,2,0,-10,10
317,105,2,BB,0,2,False,3h 2c Th 2d,6s 2s,20,-20,8,0,-20,20
318,106,0,BTN,0,3,False,7s Tc 7h Ad 5d,7d 8s,0,0,9,0,20,-20
319,106,1,SB,0,0,False,,5h 8d,-10,10,2,0,-10,10
320,106,2,BB,0,1,False,7s Tc 7h,8c Qc,20,-20,6,0,-20,20
321,107,0,BTN,0,3,False,5d 9d Qd As 8d,Tc 9h,-202,202,10,-202,-10,212
322,107,1,SB,0,0,False,,Js 8h,-10,10,2,0,-10,10
323,107,2,BB,0,3,False,5d 9d Qd As 8d,3d Kc,20,-20,10,0,-20,20
324,108,0,BTN,0,3,True,2c 2d Qh 3h 9s,5s 7c,0,0,9,0,320,-320
325,108,1,SB,0,3,True,2c 2d Qh 3h 9s,5c 5d,250,-250,9,0,250,-250
326,108,2,BB,0,3,True,2c 2d Qh 3h 9s,Ks 6c,-1760,1760,12,0,1760,-1760
327,109,0,BTN,0,3,True,3h Kc 8d 8h 6h,3d 9d,0,0,10,0,-1520,1520
328,109,1,SB,0,0,False,,Td 3s,-10,10,2,0,-10,10
329,109,2,BB,0,1,False,3h Kc 8d,8c Jd,-20,20,5,0,20,-20
330,110,0,BTN,0,3,True,Kh 5s 3s Qs 4h,Ah Qc,515,-515,10,515,-10,-505
331,110,1,SB,0,0,False,,Tc 6d,-10,10,2,0,-10,10
332,110,2,BB,0,3,True,Kh 5s 3s Qs 4h,3d 7h,20,-20,9,0,-20,20
333,111,0,BTN,0,1,False,5h 8c Qs,3h 8d,0,0,5,0,20,-20
334,111,1,SB,0,3,True,5h 8c Qs 2h 3s,8s 6s,60,-60,9,0,60,-60
335,111,2,BB,0,1,False,5h 8c Qs,6h 3c,-20,20,5,0,20,-20
336,112,0,BTN,0,3,True,3h Ah 6c 9d 6d,Qd Ad,832,-832,14,832,-50,-782
337,112,1,SB,0,3,True,3h Ah 6c 9d 6d,8c Kc,-88,88,14,1628,-88,-1540
338,112,2,BB,0,2,False,3h Ah 6c 9d,7c Kh,-110,110,11,130,-20,-110
339,113,0,BTN,0,1,False,6h Kd Ad,6s 4h,0,0,6,0,-20,20
340,113,1,SB,0,0,False,,2h 4d,-10,10,2,0,-10,10
341,113,2,BB,0,3,True,6h Kd Ad 8d Qc,6c 2s,20,-20,9,0,-20,20
342,114,0,BTN,0,2,False,4s 2s 7h Ts,5s 5c,60,-60,8,60,-10,-50
343,114,1,SB,0,2,False,4s 2s 7h Ts,Qh 3s,-10,10,8,30,-10,-20
344,114,2,BB,0,3,True,4s 2s 7h Ts Qd,8d 9c,-20,20,12,-110,130,-20
345,115,0,BTN,0,3,True,3s 3d 4s Ks 8h,4d Tc,0,0,9,0,20,-20
346,115,1,SB,0,2,False,3s 3d 4s Ks,Qh Ts,60,-60,7,0,60,-60
347,115,2,BB,0,3,True,3s 3d 4s Ks 8h,5h 2h,-20,20,9,0,20,-20
348,116,0,BTN,0,3,True,6d Js Qh Tc 4s,8s 6h,0,0,9,0,-20,20
349,116,1,SB,0,0,False,,Ks 2h,-10,10,2,0,-10,10
350,116,2,BB,0,1,False,6d Js Qh,9h 4h,20,-20,6,0,-20,20
351,117,0,BTN,0,0,False,,8s Qc,0,0,3,0,20,-20
352,117,1,SB,0,3,True,4h 5h 6s 2s Tc,As Kc,-60,60,9,0,-60,60
353,117,2,BB,0,0,False,,9s 6h,-20,20,3,0,20,-20
354,118,0,BTN,0,3,False,Jc 2d Ah Qs Kh,Ts Kc,60,-60,10,60,-10,-50
355,118,1,SB,0,0,False,,Kd 4s,-10,10,2,0,-10,10
356,118,2,BB,0,3,False,Jc 2d Ah Qs Kh,8d 2s,-20,20,9,0,20,-20
357,119,0,BTN,0,3,True,Td As 7d 9d 6s,8s Kc,0,0,11,0,-1604,1604
358,119,1,SB,0,0,False,,7s 3c,-10,10,2,0,-10,10
359,119,2,BB,0,3,True,Td As 7d 9d 6s,Qs 7c,80,-80,9,0,-80,80
360,120,0,BTN,0,3,True,Kh 3c 6c 4c Th,Qd 9s,60,-60,9,60,-10,-50
361,120,1,SB,0,0,False,,2h Ts,-10,10,2,0,-10,10
362,120,2,BB,0,3,False,Kh 3c 6c 4c Th,8s Jh,-20,20,9,0,20,-20
363,121,0,BTN,0,2,False,6s Jh Qh Js,8c Ks,0,0,8,0,120,-120
364,121,1,SB,0,3,True,6s Jh Qh Js 2s,5d 5h,60,-60,9,0,60,-60
365,121,2,BB,0,2,False,6s Jh Qh Js,3h 4c,-20,20,7,0,20,-20
366,122,0,BTN,0,2,False,8s Qd 4s 7c,7h Qh,149,-149,9,149,-129,-20
367,122,1,SB,0,3,True,8s Qd 4s 7c Kc,Jd 6d,-250,250,9,0,-250,250
368,122,2,BB,0,3,True,8s Qd 4s 7c Kc,Td 4h,20,-20,9,0,-20,20
369,123,0,BTN,0,3,True,Td 2d 3d Ks 7c,5c 8h,0,0,9,0,-20,20
370,123,1,SB,0,0,False,,6h 9c,-10,10,2,0,-10,10
371,123,2,BB,0,3,True,Td 2d 3d Ks 7c,2c 8s,20,-20,9,0,-20,20
372,124,0,BTN,0,3,True,Jd 4c Ad 3c Qd,As 5d,-854.3,854.3000000000002,8,-854.3,874.3000000000002,-20.0
373,124,1,SB,0,3,False,Jd 4c Ad 3c Qd,Ah 8h,60,-60,9,0,60,-60
374,124,2,BB,0,1,False,Jd 4c Ad,Tc 2d,-20,20,5,0,20,-20
375,125,0,BTN,0,3,True,Th 9c Qd 3h Qc,5h 6d,0,0,10,0,640,-640
376,125,1,SB,0,0,False,,5d 9d,-10,10,2,0,-10,10
377,125,2,BB,0,3,True,Th 9c Qd 3h Qc,As 3c,-960,960,10,0,960,-960
378,126,0,BTN,0,3,True,4h 9d 2c Tc 9h,8c 9c,2010,-2010,13,2010,-10,-2000
379,126,1,SB,0,0,False,,5c 4d,-10,10,2,0,-10,10
380,126,2,BB,0,3,True,4h 9d 2c Tc 9h,Th Qd,2000,-2000,12,0,-2000,2000
381,127,0,BTN,0,3,True,Jc 5h 4s 8h Qc,6d 8s,0,0,9,0,-40,40
382,127,1,SB,0,1,False,Jc 5h 4s,Ks 9c,-60,60,6,0,-60,60
383,127,2,BB,0,3,True,Jc 5h 4s 8h Qc,As 6s,40,-40,9,0,-40,40
384,128,0,BTN,0,1,False,9c 6s Ac,Kh 4c,0,0,5,0,20,-20
385,128,1,SB,0,0,False,,6c 7d,-10,10,2,0,-10,10
386,128,2,BB,0,1,False,9c 6s Ac,3s 7s,-20,20,5,0,20,-20
387,129,0,BTN,0,1,False,Kh 8h 8d,4d 8s,0,0,5,0,20,-20
388,129,1,SB,0,3,False,Kh 8h 8d Jh Ks,8c Qc,60,-60,9,0,60,-60
389,129,2,BB,0,1,False,Kh 8h 8d,7s 5d,-20,20,5,0,20,-20
390,130,0,BTN,0,1,False,Ah Th 8c,3d 9c,0,0,6,0,120,-120
391,130,1,SB,0,3,True,Ah Th 8c 7c Jh,4h Ad,-1600,1600,11,0,-1600,1600
392,130,2,BB,0,2,False,Ah Th 8c 7c,7s Js,-80,80,7,0,80,-80
393,131,0,BTN,0,3,True,6s 8s 9c 2h 5c,5h 8d,0,0,10,0,1520,-1520
394,131,1,SB,0,0,False,,8h 2c,-10,10,2,0,-10,10
395,131,2,BB,0,3,True,6s 8s 9c 2h 5c,5s 6d,-2000,2000,10,0,2000,-2000
396,132,0,BTN,0,3,True,Kc Qs 8d 3h 6c,7c Qc,1541.4285714285716,-1541.4285714285716,9,1541.4285714285716,-1521.4285714285716,-20.0
397,132,1,SB,0,3,False,Kc Qs 8d 3h 6c,8h 6h,60,-60,9,0,60,-60
398,132,2,BB,0,1,False,Kc Qs 8d,4d Th,-20,20,5,0,20,-20
399,133,0,BTN,0,0,False,,6s Jh,0,0,4,0,-20,20
400,133,1,SB,0,0,False,,5c 2s,-10,10,2,0,-10,10
401,133,2,BB,0,3,True,3d 7h 3h 6h 7s,4s Kd,20,-20,9,0,-20,20
402,134,0,BTN,0,3,True,7c 5h 3d 3h 8c,5d 6d,-327,327,9,-327,-10,337
403,134,1,SB,0,1,False,7c 5h 3d,9d Tc,-60,60,6,0,-60,60
404,134,2,BB,0,3,True,7c 5h 3d 3h 8c,5c Th,20,-20,9,0,-20,20
405,135,0,BTN,0,1,False,3d Ks 3c,8h Qc,0,0,6,0,-20,20
406,135,1,SB,0,0,False,,4d 5h,-10,10,2,0,-10,10
407,135,2,BB,0,1,False,3d Ks 3c,Ah 8c,20,-20,6,0,-20,20
408,136,0,BTN,0,1,False,Jd 9c Qd,Qs 3c,0,0,6,0,120,-120
409,136,1,SB,0,2,False,Jd 9c Qd 4s,Qh Kc,100,-100,7,0,100,-100
410,136,2,BB,0,2,False,Jd 9c Qd 4s,7c Ks,-80,80,7,0,80,-80
411,137,0,BTN,0,1,False,2h 7d 9c,Ks 9s,60,-60,6,60,-10,-50
412,137,1,SB,0,1,False,2h 7d 9c,9d 4d,-10,10,6,30,-10,-20
413,137,2,BB,0,3,True,2h 7d 9c 7h 7s,8s 4c,-20,20,11,10,10,-20
414,138,0,BTN,0,3,True,Kc Jd Th 8c Ac,6d Td,60,-60,9,60,-10,-50
415,138,1,SB,0,0,False,,3s Qh,-10,10,2,0,-10,10
416,138,2,BB,0,1,False,Kc Jd Th,4d 5d,-20,20,5,0,20,-20
417,139,0,BTN,0,1,False,Kd Td 5d,Ac Kc,60,-60,6,60,-10,-50
418,139,1,SB,0,1,False,Kd Td 5d,Th 3c,-10,10,6,30,-10,-20
419,139,2,BB,0,1,False,Kd Td 5d,6s 9c,-20,20,8,40,-20,-20
420,140,0,BTN,0,2,False,2d 7s 9d 3h,Kc Jd,-275,275,8,-275,325,-50
421,140,1,SB,0,3,False,2d 7s 9d 3h Td,Kd 9h,537,-537,10,-517,537,-20
422,140,2,BB,0,1,False,2d 7s 9d,5h 8s,-20,20,6,-20,40,-20
423,141,0,BTN,0,1,False,5c 8h 9h,As 4s,-50,50,5,-50,70,-20
424,141,1,SB,0,3,True,5c 8h 9h Td 2d,9c 9d,139,-139,9,0,139,-139
425,141,2,BB,0,1,False,5c 8h 9h,7c 2c,-20,20,5,0,20,-20
426,142,0,BTN,0,3,True,Kc Tc 4h 2d Ts,Kh 9h,-2000,2000,11,-2000,2050,-50
427,142,1,SB,0,3,True,Kc Tc 4h 2d Ts,Ac Th,-1511.2380952380952,1511.2380952380954,12,2643.2380952380954,-1511.2380952380952,-1132.0
428,142,2,BB,0,3,True,Kc Tc 4h 2d Ts,Ah 9d,-20,20,12,-1910,1930,-20
429,143,0,BTN,0,0,False,,5h 9s,0,0,4,0,-20,20
430,143,1,SB,0,0,False,,4h 7c,-10,10,2,0,-10,10
431,143,2,BB,0,2,False,Qc 7h 6c 8h,Td Ac,-80,80,7,0,80,-80
432,144,0,BTN,0,1,False,7s Ad Qh,Ks 5c,0,0,6,0,-20,20
433,144,1,SB,0,0,False,,Jd 2s,-10,10,2,0,-10,10
434,144,2,BB,0,3,True,7s Ad Qh 2h 3s,Qs 8h,107,-107,11,0,-107,107
435,145,0,BTN,0,2,False,6c 3c Td 5d,5s Ad,60,-60,8,60,-10,-50
436,145,1,SB,0,0,False,,2h Jd,-10,10,2,0,-10,10
437,145,2,BB,0,1,False,6c 3c Td,8h 9c,20,-20,6,0,-20,20
438,146,0,BTN,0,3,True,6d 4s Qs 9s 2d,Jd 9d,100,-100,12,100,-50,-50
439,146,1,SB,0,2,False,6d 4s Qs 9s,7d Ad,-235,235,9,255,-235,-20
440,146,2,BB,0,3,True,6d 4s Qs 9s 2d,5s Ac,-20,20,12,40,-20,-20
441,147,0,BTN,0,3,True,6d Qs 4s Kc 7h,9d 2s,0,0,11,0,-1704,1704
442,147,1,SB,0,0,False,,9c As,-60,60,4,0,-60,60
443,147,2,BB,0,3,True,6d Qs 4s Kc 7h,Qd Qh,1076,-1076,12,0,-1076,1076
444,148,0,BTN,0,1,False,3d Jd 7c,Jh 3h,0,0,6,0,-20,20
445,148,1,SB,0,3,True,3d Jd 7c Th 6c,4h Tc,-10,10,11,1605,-10,-1595
446,148,2,BB,0,3,True,3d Jd 7c Th 6c,8d 7s,-1595,1595,12,1605,-10,-1595
447,149,0,BTN,0,3,True,Td Jd Ks 7d As,Qs Qd,-1389.2857142857142,1389.2857142857142,10,-1389.2857142857142,1664.2857142857142,-275.0
448,149,1,SB,0,3,True,Td Jd Ks 7d As,Ad Kc,2571.4285714285716,-2571.4285714285716,12,-1142.857142857143,2571.4285714285716,-1428.5714285714284
449,149,2,BB,0,3,True,Td Jd Ks 7d As,Js 3s,-110,110,13,2020,-1910,-110
450,150,0,BTN,0,2,False,3h 3s Jh 4h,Kc 8s,-50,50,10,-50,-50,100
451,150,1,SB,0,3,True,3h 3s Jh 4h Kh,Kd Qs,-1644,1644,12,0,-1644,1644
452,150,2,BB,0,3,True,3h 3s Jh 4h Kh,8h Th,432,-432,12,0,-432,432
453,151,0,BTN,0,3,True,3h Td 6d 4h 2h,8c 2d,0,0,12,0,-1280,1280
454,151,1,SB,0,3,True,3h Td 6d 4h 2h,3s Qs,-1992,1992,12,0,-1992,1992
455,151,2,BB,0,3,True,3h Td 6d 4h 2h,Kd 6c,20,-20,9,0,-20,20
456,152,0,BTN,0,3,True,7c 6d Kh 2d Qh,3h 5d,0,0,9,0,20,-20
457,152,1,SB,0,3,True,7c 6d Kh 2d Qh,Jh As,100,-100,9,0,100,-100
458,152,2,BB,0,3,True,7c 6d Kh 2d Qh,4c Ad,-80,80,10,0,80,-80
459,153,0,BTN,0,2,False,Th Jc 5h 4d,Kd 7h,0,0,7,0,20,-20
460,153,1,SB,0,3,False,Th Jc 5h 4d 8d,4h Ks,-10,10,9,-20,-10,30
461,153,2,BB,0,3,True,Th Jc 5h 4d 8d,8c Ad,40,-40,12,-20,-20,40
462,154,0,BTN,0,3,True,Ad Ts 2h Qc As,Kc 7d,0,0,9,0,0,0
463,154,1,SB,0,3,True,Ad Ts 2h Qc As,8c 9s,-88,88,10,108,-88,-20
464,154,2,BB,0,3,True,Ad Ts 2h Qc As,9d 4s,-20,20,12,40,-20,-20
465,155,0,BTN,0,1,False,7h 3c Ac,5h Ks,0,0,5,0,20,-20
466,155,1,SB,0,2,False,7h 3c Ac Kh,Qs As,60,-60,7,0,60,-60
467,155,2,BB,0,1,False,7h 3c Ac,2h 6d,-20,20,5,0,20,-20
468,156,0,BTN,0,2,False,8c 6s 2d Th,4d 5d,-230,230,7,-230,250,-20
469,156,1,SB,0,3,True,8c 6s 2d Th Tc,Js As,-100,100,9,0,-100,100
470,156,2,BB,0,1,False,8c 6s 2d,2c 5c,-20,20,5,0,20,-20
471,157,0,BTN,0,0,False,,3c Ts,0,0,4,0,-20,20
472,157,1,SB,0,0,False,,3s 5d,-10,10,2,0,-10,10
473,157,2,BB,0,3,True,4s 7c 8d 4c Jd,6s Qc,20,-20,9,0,-20,20
474,158,0,BTN,0,3,True,9s 3c 9d Qs Ks,Js 2c,0,0,11,0,-1604,1604
475,158,1,SB,0,3,True,9s 3c 9d Qs Ks,6d 6h,-1992,1992,12,0,-1992,1992
476,158,2,BB,0,3,True,9s 3c 9d Qs Ks,9h Kd,742,-742,10,0,-742,742
477,159,0,BTN,0,1,False,Ah 5h Ks,3s Qd,0,0,5,0,20,-20
478,159,1,SB,0,3,False,Ah 5h Ks Qh 5d,Ac Jd,100,-100,9,0,100,-100
479,159,2,BB,0,1,False,Ah 5h Ks,4h 2s,-20,20,5,0,20,-20
480,160,0,BTN,0,3,False,8h Jd Ah Jc Th,Ac Js,232,-232,12,232,-10,-222
481,160,1,SB,0,1,False,8h Jd Ah,3c 5h,-10,10,6,30,-10,-20
482,160,2,BB,0,1,False,8h Jd Ah,5c 9c,-20,20,8,40,-20,-20
483,161,0,BTN,0,2,False,5h 9d 2d 3c,5d 7c,0,0,7,0,20,-20
484,161,1,SB,0,0,False,,7h 3s,-10,10,2,0,-10,10
485,161,2,BB,0,2,False,5h 9d 2d 3c,8s Qs,-20,20,7,0,20,-20
486,162,0,BTN,0,3,True,3s Kd 2d 4s 3c,Jd Jc,-1755,1755,9,-1755,-10,1765
487,162,1,SB,0,3,True,3s Kd 2d 4s 3c,7d Tc,-10,10,10,-1895,-10,1905
488,162,2,BB,0,3,True,3s Kd 2d 4s 3c,Kc 2h,2020,-2020,13,-2000,-20,2020
489,163,0,BTN,0,3,True,9c Ad 3h Kd Qc,Ks 6s,1532.6190476190477,-1532.6190476190477,8,1532.6190476190477,-10.0,-1522.6190476190477
490,163,1,SB,0,0,False,,4s 2h,-10,10,2,0,-10,10
491,163,2,BB,0,1,False,9c Ad 3h,9d 7s,20,-20,6,0,-20,20
492,164,0,BTN,0,3,True,5d 3d Qh 9h Ks,Ac Qd,-2000,2000,12,-2000,-10,2010
493,164,1,SB,0,0,False,,Td 6s,-10,10,2,0,-10,10
494,164,2,BB,0,3,False,5d 3d Qh 9h Ks,Kh 2c,20,-20,10,0,-20,20
495,165,0,BTN,0,3,True,5c Ks As 5h 7h,8h 4c,0,0,9,0,1280,-1280
496,165,1,SB,0,3,True,5c Ks As 5h 7h,Kc 8d,232,-232,9,0,232,-232
497,165,2,BB,0,3,True,5c Ks As 5h 7h,Qc Td,-1280,1280,9,0,1280,-1280
498,166,0,BTN,0,3,False,8h 5s 4h 8c Qc,Qh As,96,-96,11,96,-10,-86
499,166,1,SB,0,3,False,8h 5s 4h 8c Qc,3s Qs,100,-100,9,0,100,-100
500,166,2,BB,0,3,False,8h 5s 4h 8c Qc,9d 6c,-20,20,9,0,20,-20
501,167,0,BTN,0,1,False,Kh Qc 2c,3s 5s,0,0,6,0,-20,20
502,167,1,SB,0,0,False,,7c 6s,-10,10,2,0,-10,10
503,167,2,BB,0,1,False,Kh Qc 2c,Qs 4c,20,-20,6,0,-20,20
504,168,0,BTN,0,2,False,Jh 9d 8d 7d,4s 3h,0,0,7,0,20,-20
505,168,1,SB,0,0,False,,3d 9h,-10,10,2,0,-10,10
506,168,2,BB,0,2,False,Jh 9d 8d 7d,2d 6s,-20,20,7,0,20,-20
507,169,0,BTN,0,3,True,8d 7s Jc Jh 2d,7c 7d,2050,-2050,14,2050,-50,-2000
508,169,1,SB,0,0,False,,Ah 5d,-88,88,5,108,-88,-20
509,169,2,BB,0,3,True,8d 7s Jc Jh 2d,Jd 4d,-2000,2000,13,2020,-20,-2000
510,170,0,BTN,0,2,False,Th Ts 5h 9d,6s 5c,0,0,9,0,-80,80
511,170,1,SB,0,0,False,,6h Js,-10,10,2,0,-10,10
512,170,2,BB,0,3,True,Th Ts 5h 9d Jc,8c 5s,-80,80,9,0,80,-80
513,171,0,BTN,0,3,True,9h 3c 6s 6h 8d,5s 5c,-1755,1755,9,-1755,-10,1765
514,171,1,SB,0,3,True,9h 3c 6s 6h 8d,As 2h,-10,10,10,-1895,-10,1905
515,171,2,BB,0,3,True,9h 3c 6s 6h 8d,Td 6d,172,-172,12,-152,-20,172
516,172,0,BTN,0,2,False,8h 2c Jd Jc,7d Kd,-50,50,7,-50,-10,60
517,172,1,SB,0,3,True,8h 2c Jd Jc 6s,Td 4h,-10,10,9,-95,-10,105
518,172,2,BB,0,3,True,8h 2c Jd Jc 6s,Ac 3d,30,-30,9,-20,-10,30
519,173,0,BTN,0,0,False,,5h 6s,0,0,4,0,-20,20
520,173,1,SB,0,0,False,,9c 4h,-10,10,2,0,-10,10
521,173,2,BB,0,3,True,Jh 2s 4s Qh 4c,Jd Ah,-2000,2000,10,0,2000,-2000
522,174,0,BTN,0,1,False,4c Jd 8h,8s Kh,0,0,6,0,-20,20
523,174,1,SB,0,0,False,,Ks 5c,-10,10,2,0,-10,10
524,174,2,BB,0,3,True,4c Jd 8h 6d 7d,8c 5h,0,0,13,0,0,0
525,175,0,BTN,0,3,False,4d 2h Ac Qh Jh,As 8c,96,-96,11,96,-10,-86
526,175,1,SB,0,0,False,,Qs 5h,-10,10,2,0,-10,10
527,175,2,BB,0,3,False,4d 2h Ac Qh Jh,Kh 3c,-80,80,9,0,80,-80
528,176,0,BTN,0,3,True,Qd 4h 3d Jd 2s,Tc Ac,-50,50,12,-50,100,-50
529,176,1,SB,0,3,True,Qd 4h 3d Jd 2s,5d Jh,-10,10,9,30,-10,-20
530,176,2,BB,0,3,True,Qd 4h 3d Jd 2s,Ah 6s,-20,20,12,-20,40,-20
531,177,0,BTN,0,1,False,9c Kh 7h,2s 8h,0,0,5,0,20,-20
532,177,1,SB,0,0,False,,Th 9s,20,-20,3,0,20,-20
533,177,2,BB,0,1,False,9c Kh 7h,2d 3s,-20,20,5,0,20,-20
534,178,0,BTN,0,3,True,Qh 7c 5d 7d Qs,9c 5h,0,0,9,0,-20,20
535,178,1,SB,0,0,False,,8c 4h,-10,10,2,0,-10,10
536,178,2,BB,0,3,True,Qh 7c 5d 7d Qs,9s 6c,20,-20,9,0,-20,20
537,179,0,BTN,0,3,False,Th Td Qd Js Ks,As 3c,0,0,9,0,20,-20
538,179,1,SB,0,0,False,,9s 2c,-10,10,2,0,-10,10
539,179,2,BB,0,3,False,Th Td Qd Js Ks,8d 4h,-20,20,9,0,20,-20
540,180,0,BTN,0,1,False,2c 7h Kd,8d 5c,0,0,6,0,-20,20
541,180,1,SB,0,1,False,2c 7h Kd,5h Qh,-100,100,6,0,-100,100
542,180,2,BB,0,1,False,2c 7h Kd,Qd 7d,20,-20,6,0,-20,20
543,181,0,BTN,0,3,True,9c Th Ks 7d 5s,Qd Td,-2000,2000,11,-2000,2050,-50
544,181,1,SB,0,3,False,9c Th Ks 7d 5s,Tc Ad,60,-60,9,0,60,-60
545,181,2,BB,0,1,False,9c Th Ks,3d 8c,-20,20,5,0,20,-20
546,182,0,BTN,0,0,False,,Kc 7d,0,0,4,0,-20,20
547,182,1,SB,0,3,True,9s 7s 4d 4h Jd,3c 5s,-10,10,11,2005,-10,-1995
548,182,2,BB,0,3,True,9s 7s 4d 4h Jd,Qs Ah,-20,20,12,40,-20,-20
549,183,0,BTN,0,3,True,9s 6d Ks Th Jc,4h 7h,0,0,9,0,320,-320
550,183,1,SB,0,0,False,,6s 3h,-10,10,2,0,-10,10
551,183,2,BB,0,1,False,9s 6d Ks,Ad 3s,-20,20,5,0,20,-20
552,184,0,BTN,0,2,False,2d 7d 6h Ah,3c 2c,0,0,8,0,-20,20
553,184,1,SB,0,2,False,2d 7d 6h Ah,8d 9h,-150,150,8,0,-150,150
554,184,2,BB,0,2,False,2d 7d 6h Ah,3h Ac,20,-20,8,0,-20,20
555,185,0,BTN,0,3,True,6c Th 8h Ac Qh,Jc 9c,2020,-2020,12,2020,-2000,-20
556,185,1,SB,0,3,True,6c Th 8h Ac Qh,Jh Qd,-1308,1308,10,1328,-1308,-20
557,185,2,BB,0,3,True,6c Th 8h Ac Qh,2d 4c,-20,20,14,1860,-1840,-20
558,186,0,BTN,0,3,True,As Ah 9s 7s Kd,Kh Jd,-2000,2000,10,-2000,-10,2010
559,186,1,SB,0,1,False,As Ah 9s,Th 8d,-88,88,7,108,-88,-20
560,186,2,BB,0,3,False,As Ah 9s 7s Kd,Ac 5h,239,-239,14,-60,-179,239
561,187,0,BTN,0,1,False,6d 4c Ks,6h 2s,0,0,5,0,20,-20
562,187,1,SB,0,0,False,,Kh 2d,-10,10,2,0,-10,10
563,187,2,BB,0,1,False,6d 4c Ks,8s 5c,-20,20,5,0,20,-20
564,188,0,BTN,0,3,True,7s Jd 8h Kd Qc,9s 8s,885,-885,9,885,-10,-875
565,188,1,SB,0,3,True,7s Jd 8h Kd Qc,Tc 8d,1050,-1050,11,0,1050,-1050
566,188,2,BB,0,3,True,7s Jd 8h Kd Qc,4s 7h,-320,320,9,0,320,-320
567,189,0,BTN,0,3,True,7s Td 8s 7c 3s,Kc 8d,-1755,1755,9,-1755,-10,1765
568,189,1,SB,0,0,False,,3h 6d,-10,10,2,0,-10,10
569,189,2,BB,0,2,False,7s Td 8s 7c,Qc Tc,20,-20,8,0,-20,20
570,190,0,BTN,0,1,False,Kd Th 5h,2c 6s,0,0,7,0,-120,120
571,190,1,SB,0,0,False,,Qc 8s,-10,10,2,0,-10,10
572,190,2,BB,0,3,True,Kd Th 5h 9d Ks,7c Kh,107,-107,11,0,-107,107
573,191,0,BTN,0,3,True,Jh Th Kd 4s 6h,3c 7c,0,0,10,0,-80,80
574,191,1,SB,0,0,False,,9c 8h,-10,10,2,0,-10,10
575,191,2,BB,0,3,True,Jh Th Kd 4s 6h,Qd 2c,20,-20,9,0,-20,20
576,192,0,BTN,0,3,True,3c 9h Qd 8d Jc,3h 4c,0,0,9,0,0,0
577,192,1,SB,0,3,True,3c 9h Qd 8d Jc,8h 6h,0,0,10,0,0,0
578,192,2,BB,0,3,True,3c 9h Qd 8d Jc,7h 8c,0,0,9,0,0,0
579,193,0,BTN,0,1,False,Ah Ts 6s,Kc Qc,60,-60,6,60,-10,-50
580,193,1,SB,0,3,True,Ah Ts 6s As Ac,4d 2c,-10,10,11,72,-10,-62
581,193,2,BB,0,1,False,Ah Ts 6s,9c Jd,-20,20,6,30,-10,-20
582,194,0,BTN,0,2,False,6h Qs Kd Jh,7h 5h,-50,50,10,-50,-88,138
583,194,1,SB,0,2,False,6h Qs Kd Jh,9c 8c,-100,100,8,0,-100,100
584,194,2,BB,0,2,False,6h Qs Kd Jh,Jc Ah,20,-20,8,0,-20,20
585,195,0,BTN,0,3,True,3s Tc 6c 4d 4h,Th Ks,1767,-1767,18,1767,-1323,-444
586,195,1,SB,0,3,True,3s Tc 6c 4d 4h,8h 8d,348,-348,9,0,348,-348
587,195,2,BB,0,2,False,3s Tc 6c 4d,Kd 3d,-80,80,7,0,80,-80
588,196,0,BTN,0,1,False,4s 3s Js,8c 9h,-50,50,5,-50,70,-20
